C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\center_2020_02_17_10_46_24_802.jpg, C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\left_2020_02_17_10_46_24_802.jpg, C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\right_2020_02_17_10_46_24_802.jpg, 0, 0, 0, 7.889844E-05
C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\center_2020_02_17_10_46_24_983.jpg, C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\left_2020_02_17_10_46_24_983.jpg, C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\right_2020_02_17_10_46_24_983.jpg, 0, 0, 0, 8.080076E-05
C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\center_2020_02_17_10_46_25_118.jpg, C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\left_2020_02_17_10_46_25_118.jpg, C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\right_2020_02_17_10_46_25_118.jpg, 0, 0, 0, 7.869481E-05
C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\center_2020_02_17_10_46_25_675.jpg, C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\left_2020_02_17_10_46_25_675.jpg, C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\right_2020_02_17_10_46_25_675.jpg, -1, 0, 0, 0.0001045735
C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\center_2020_02_17_10_46_25_775.jpg, C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\left_2020_02_17_10_46_25_775.jpg, C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\right_2020_02_17_10_46_25_775.jpg, -1, 0, 0, 0.0001046451
C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\center_2020_02_17_10_46_25_877.jpg, C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\left_2020_02_17_10_46_25_877.jpg, C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\right_2020_02_17_10_46_25_877.jpg, -0.9496004, 0, 0, 0.0001072084
C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\center_2020_02_17_10_46_25_980.jpg, C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\left_2020_02_17_10_46_25_980.jpg, C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\right_2020_02_17_10_46_25_980.jpg, -0.6573229, 0, 0, 9.910333E-05
C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\center_2020_02_17_10_46_26_085.jpg, C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\left_2020_02_17_10_46_26_085.jpg, C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\right_2020_02_17_10_46_26_085.jpg, -0.3497833, 0, 0, 9.100349E-05
C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\center_2020_02_17_10_46_26_191.jpg, C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\left_2020_02_17_10_46_26_191.jpg, C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\right_2020_02_17_10_46_26_191.jpg, -0.03432342, 0, 0, 8.139382E-05
C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\center_2020_02_17_10_46_26_296.jpg, C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\left_2020_02_17_10_46_26_296.jpg, C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\right_2020_02_17_10_46_26_296.jpg, 0, 0.3173796, 0, 0.3205229
C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\center_2020_02_17_10_46_26_396.jpg, C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\left_2020_02_17_10_46_26_396.jpg, C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\right_2020_02_17_10_46_26_396.jpg, 0, 0.6177157, 0, 0.9212553
C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\center_2020_02_17_10_46_26_502.jpg, C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\left_2020_02_17_10_46_26_502.jpg, C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\right_2020_02_17_10_46_26_502.jpg, 0, 0.9318783, 0, 2.033442
C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\center_2020_02_17_10_46_26_609.jpg, C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\left_2020_02_17_10_46_26_609.jpg, C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\right_2020_02_17_10_46_26_609.jpg, 0, 1, 0, 3.197022
C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\center_2020_02_17_10_46_26_733.jpg, C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\left_2020_02_17_10_46_26_733.jpg, C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\right_2020_02_17_10_46_26_733.jpg, 0, 1, 0, 4.602765
C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\center_2020_02_17_10_46_26_855.jpg, C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\left_2020_02_17_10_46_26_855.jpg, C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\right_2020_02_17_10_46_26_855.jpg, 0, 1, 0, 5.993232
C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\center_2020_02_17_10_46_26_978.jpg, C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\left_2020_02_17_10_46_26_978.jpg, C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\right_2020_02_17_10_46_26_978.jpg, 0, 1, 0, 7.367613
C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\center_2020_02_17_10_46_27_102.jpg, C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\left_2020_02_17_10_46_27_102.jpg, C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\right_2020_02_17_10_46_27_102.jpg, -0.3696432, 1, 0, 8.876812
C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\center_2020_02_17_10_46_27_231.jpg, C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\left_2020_02_17_10_46_27_231.jpg, C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\right_2020_02_17_10_46_27_231.jpg, 0, 1, 0, 10.19306
C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\center_2020_02_17_10_46_27_326.jpg, C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\left_2020_02_17_10_46_27_326.jpg, C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\right_2020_02_17_10_46_27_326.jpg, 0, 1, 0, 11.29787
C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\center_2020_02_17_10_46_27_429.jpg, C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\left_2020_02_17_10_46_27_429.jpg, C:\Users\22353\Desktop\Udemy_selfdriving\Data\IMG\right_2020_02_17_10_46_27_429.jpg, 0, 1, 0, 12.43102
